time,pmt,x,y,z,event
11250.5414332, 84.0, 186.5, -29.0, 700.0, 4.0
11250.1433808, 84.0, 186.5, -29.0, 700.0, 4.0
11250.1191729, 89.0, 186.5, -29.0, 700.0, 4.0
11250.5442267, 90.0, 186.5, -29.0, 700.0, 4.0
11250.4001575, 91.0, 186.5, -29.0, 700.0, 4.0
11251.6981791, 91.0, 186.5, -29.0, 700.0, 4.0
11250.1395227, 91.0, 186.5, -29.0, 700.0, 4.0
11250.0586862, 95.0, 186.5, -29.0, 700.0, 4.0
11250.1182776, 97.0, 186.5, -29.0, 700.0, 4.0
11250.1953749, 110.0, 186.5, -29.0, 700.0, 4.0
11250.1333184, 111.0, 186.5, -29.0, 700.0, 4.0
11250.1507562, 113.0, 186.5, -29.0, 700.0, 4.0
13750.1483634, 8.0, 186.5, -29.0, 700.0, 5.0
13750.211448, 25.0, 186.5, -29.0, 700.0, 5.0
13750.0988495, 30.0, 186.5, -29.0, 700.0, 5.0
13750.2518864, 33.0, 186.5, -29.0, 700.0, 5.0
13750.1676454, 34.0, 186.5, -29.0, 700.0, 5.0
13750.2349001, 42.0, 186.5, -29.0, 700.0, 5.0
13750.3216474, 46.0, 186.5, -29.0, 700.0, 5.0
13750.0601075, 47.0, 186.5, -29.0, 700.0, 5.0
13750.0784224, 47.0, 186.5, -29.0, 700.0, 5.0
13750.0924731, 47.0, 186.5, -29.0, 700.0, 5.0
13750.0669773, 47.0, 186.5, -29.0, 700.0, 5.0
13750.0790378, 48.0, 186.5, -29.0, 700.0, 5.0
13750.0451069, 49.0, 186.5, -29.0, 700.0, 5.0
13750.0564958, 49.0, 186.5, -29.0, 700.0, 5.0
13750.0350802, 50.0, 186.5, -29.0, 700.0, 5.0
13750.1931542, 50.0, 186.5, -29.0, 700.0, 5.0
13750.2531077, 50.0, 186.5, -29.0, 700.0, 5.0
13750.1536977, 51.0, 186.5, -29.0, 700.0, 5.0
13750.0468925, 51.0, 186.5, -29.0, 700.0, 5.0
13750.2182758, 51.0, 186.5, -29.0, 700.0, 5.0
13750.052805, 51.0, 186.5, -29.0, 700.0, 5.0
13750.07898, 53.0, 186.5, -29.0, 700.0, 5.0
13750.1130103, 53.0, 186.5, -29.0, 700.0, 5.0
13750.1255949, 53.0, 186.5, -29.0, 700.0, 5.0
13750.0527114, 54.0, 186.5, -29.0, 700.0, 5.0
13750.0740501, 54.0, 186.5, -29.0, 700.0, 5.0
13750.0917014, 57.0, 186.5, -29.0, 700.0, 5.0
13750.0827407, 66.0, 186.5, -29.0, 700.0, 5.0
13750.3647711, 67.0, 186.5, -29.0, 700.0, 5.0
13750.1145508, 67.0, 186.5, -29.0, 700.0, 5.0
13750.0826644, 68.0, 186.5, -29.0, 700.0, 5.0
13750.184984, 68.0, 186.5, -29.0, 700.0, 5.0
13750.1045345, 69.0, 186.5, -29.0, 700.0, 5.0
13750.0868308, 69.0, 186.5, -29.0, 700.0, 5.0
13750.0380276, 69.0, 186.5, -29.0, 700.0, 5.0
13750.0656357, 69.0, 186.5, -29.0, 700.0, 5.0
13750.2177125, 69.0, 186.5, -29.0, 700.0, 5.0
13750.0683356, 69.0, 186.5, -29.0, 700.0, 5.0
13750.0354081, 70.0, 186.5, -29.0, 700.0, 5.0
13750.0347578, 70.0, 186.5, -29.0, 700.0, 5.0
13750.087544, 71.0, 186.5, -29.0, 700.0, 5.0
13750.0288879, 71.0, 186.5, -29.0, 700.0, 5.0
13750.109342, 71.0, 186.5, -29.0, 700.0, 5.0
13750.0659123, 71.0, 186.5, -29.0, 700.0, 5.0
13750.0491268, 72.0, 186.5, -29.0, 700.0, 5.0
13750.1291637, 73.0, 186.5, -29.0, 700.0, 5.0
13750.0933994, 73.0, 186.5, -29.0, 700.0, 5.0
13750.1248418, 76.0, 186.5, -29.0, 700.0, 5.0
13750.2682458, 85.0, 186.5, -29.0, 700.0, 5.0
13750.0760055, 86.0, 186.5, -29.0, 700.0, 5.0
13750.283523, 86.0, 186.5, -29.0, 700.0, 5.0
13750.2726711, 87.0, 186.5, -29.0, 700.0, 5.0
13750.108193, 87.0, 186.5, -29.0, 700.0, 5.0
13750.2916699, 89.0, 186.5, -29.0, 700.0, 5.0
13750.063784, 89.0, 186.5, -29.0, 700.0, 5.0
13750.4240828, 90.0, 186.5, -29.0, 700.0, 5.0
13750.1522001, 91.0, 186.5, -29.0, 700.0, 5.0
13750.0701984, 91.0, 186.5, -29.0, 700.0, 5.0
13750.1476449, 93.0, 186.5, -29.0, 700.0, 5.0
13750.4128956, 116.0, 186.5, -29.0, 700.0, 5.0
16250.070506, 25.0, 186.5, -29.0, 700.0, 6.0
16250.1371958, 28.0, 186.5, -29.0, 700.0, 6.0
16250.0570568, 30.0, 186.5, -29.0, 700.0, 6.0
16250.7186579, 30.0, 186.5, -29.0, 700.0, 6.0
16250.1030199, 31.0, 186.5, -29.0, 700.0, 6.0
16250.1141753, 31.0, 186.5, -29.0, 700.0, 6.0
16250.0544496, 33.0, 186.5, -29.0, 700.0, 6.0
16250.0636991, 45.0, 186.5, -29.0, 700.0, 6.0
16250.1382914, 45.0, 186.5, -29.0, 700.0, 6.0
16250.1736153, 45.0, 186.5, -29.0, 700.0, 6.0
16250.0756938, 46.0, 186.5, -29.0, 700.0, 6.0
16250.232826, 46.0, 186.5, -29.0, 700.0, 6.0
16250.0917965, 46.0, 186.5, -29.0, 700.0, 6.0
16250.0880592, 47.0, 186.5, -29.0, 700.0, 6.0
16250.0932125, 47.0, 186.5, -29.0, 700.0, 6.0
16250.1177474, 47.0, 186.5, -29.0, 700.0, 6.0
16250.0818518, 47.0, 186.5, -29.0, 700.0, 6.0
16250.1257961, 47.0, 186.5, -29.0, 700.0, 6.0
16250.0906924, 48.0, 186.5, -29.0, 700.0, 6.0
16250.0608651, 49.0, 186.5, -29.0, 700.0, 6.0
16250.1293631, 50.0, 186.5, -29.0, 700.0, 6.0
16250.2070988, 50.0, 186.5, -29.0, 700.0, 6.0
16250.104634, 50.0, 186.5, -29.0, 700.0, 6.0
16250.0483957, 50.0, 186.5, -29.0, 700.0, 6.0
16250.1088532, 50.0, 186.5, -29.0, 700.0, 6.0
16250.1018182, 50.0, 186.5, -29.0, 700.0, 6.0
16250.0852655, 51.0, 186.5, -29.0, 700.0, 6.0
16250.1129655, 51.0, 186.5, -29.0, 700.0, 6.0
16250.0249549, 51.0, 186.5, -29.0, 700.0, 6.0
16250.1009294, 51.0, 186.5, -29.0, 700.0, 6.0
16250.0489658, 52.0, 186.5, -29.0, 700.0, 6.0
16250.0913666, 52.0, 186.5, -29.0, 700.0, 6.0
16250.120278, 53.0, 186.5, -29.0, 700.0, 6.0
16250.1072006, 54.0, 186.5, -29.0, 700.0, 6.0
16250.0820934, 55.0, 186.5, -29.0, 700.0, 6.0
16250.3818213, 56.0, 186.5, -29.0, 700.0, 6.0
16250.1463641, 57.0, 186.5, -29.0, 700.0, 6.0
16250.4889973, 61.0, 186.5, -29.0, 700.0, 6.0
16250.1558935, 63.0, 186.5, -29.0, 700.0, 6.0
16250.10461, 65.0, 186.5, -29.0, 700.0, 6.0
16250.0564477, 65.0, 186.5, -29.0, 700.0, 6.0
16250.1085435, 65.0, 186.5, -29.0, 700.0, 6.0
16250.1169305, 66.0, 186.5, -29.0, 700.0, 6.0
16250.3929502, 66.0, 186.5, -29.0, 700.0, 6.0
16251.0135841, 66.0, 186.5, -29.0, 700.0, 6.0
16250.0825421, 66.0, 186.5, -29.0, 700.0, 6.0
16250.0541216, 66.0, 186.5, -29.0, 700.0, 6.0
16250.1571306, 67.0, 186.5, -29.0, 700.0, 6.0
